sep=;
Time(HH:mm:ss.fff);Speed(km/h);Voltage(V);Current(A);Distance(km);Altitude(m);Date;SpeedGPS(km/h);Latitude;Longitude;AccuracyPosition(m);BatteryPercentage;WrongCRCs;AssistLevel;OffRoadMode;ErrorCode;DisplayTemp(C);MotorTemp(C);BatteryTemp(C);ControllerTemp(C);MotorPower(W);PedalCadence(rpm);HumanTorque(Nm);HeartRate(bpm)
15:26:52.896;7.21;53.55;0.00;0.00;149.62;2025-09-14;0.00;50.9112765;34.8203861;19.96;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:53.098;7.21;53.65;0.00;0.00;149.62;2025-09-14;0.00;50.9112867;34.8203619;27.55;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:53.277;9.02;53.65;0.00;0.00;149.62;2025-09-14;0.00;50.9112867;34.8203619;27.55;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:53.498;9.02;53.79;0.00;0.00;149.62;2025-09-14;0.00;50.9112867;34.8203619;27.55;93;0;5;0;1;24;205;205;205;0;0;0;255
15:26:53.699;9.02;53.81;0.00;0.00;149.62;2025-09-14;0.00;50.9112867;34.8203619;27.55;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:53.908;9.98;53.81;0.00;0.00;149.62;2025-09-14;0.00;50.9112867;34.8203619;27.55;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:54.121;9.98;53.81;0.00;0.00;147.30;2025-09-14;0.00;50.911294;34.8203283;30.62;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:54.300;9.98;53.83;0.00;0.00;147.30;2025-09-14;0.00;50.911294;34.8203283;30.62;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:54.483;10.22;53.85;0.00;0.00;147.30;2025-09-14;0.00;50.911294;34.8203283;30.62;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:54.663;10.22;53.83;0.00;0.00;147.30;2025-09-14;0.00;50.911294;34.8203283;30.62;93;0;5;0;1;24;205;205;205;0;0;0;255
15:26:54.838;10.22;53.92;0.00;0.01;147.30;2025-09-14;0.00;50.911294;34.8203283;30.62;93;0;5;0;1;24;205;205;205;0;0;0;255
15:26:55.055;10.22;53.85;0.00;0.01;147.30;2025-09-14;0.00;50.911296;34.8202939;30.52;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:55.259;10.22;53.87;0.00;0.01;147.30;2025-09-14;0.00;50.911296;34.8202939;30.52;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:55.439;10.22;53.89;0.00;0.01;147.30;2025-09-14;0.00;50.911296;34.8202939;30.52;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:55.661;10.22;53.87;0.00;0.01;147.30;2025-09-14;0.00;50.911296;34.8202939;30.52;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:55.897;9.50;53.89;0.00;0.01;147.30;2025-09-14;0.00;50.911296;34.8202939;30.52;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:56.070;9.50;53.94;0.00;0.01;147.30;2025-09-14;6.81;50.9112877;34.8202413;28.02;93;0;5;0;1;24;205;205;205;0;0;0;255
15:26:56.250;9.50;53.90;0.00;0.01;147.30;2025-09-14;6.81;50.9112877;34.8202413;28.02;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:56.422;9.50;53.89;0.00;0.01;147.30;2025-09-14;6.81;50.9112877;34.8202413;28.02;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:56.571;9.50;53.89;0.00;0.01;146.90;2025-09-14;0.00;50.9112531;34.8202509;18.60;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:56.721;9.38;53.83;0.00;0.01;146.90;2025-09-14;0.00;50.9112531;34.8202509;18.60;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:56.872;9.38;53.90;0.00;0.01;146.90;2025-09-14;0.00;50.9112531;34.8202509;18.60;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:57.021;9.38;53.90;0.00;0.01;150.96;2025-09-14;8.17;50.9113183966548;34.8202328743402;13.19;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:57.171;9.38;53.90;0.00;0.01;150.96;2025-09-14;8.17;50.9113183966548;34.8202328743402;13.19;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:57.323;9.38;53.90;0.00;0.01;150.96;2025-09-14;8.17;50.9113183966548;34.8202328743402;13.19;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:57.474;9.26;53.90;0.00;0.01;150.96;2025-09-14;8.17;50.9113183966548;34.8202328743402;13.19;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:57.652;9.26;53.90;0.00;0.01;150.96;2025-09-14;8.17;50.9113183966548;34.8202328743402;13.19;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:57.804;9.26;53.90;0.00;0.01;146.90;2025-09-14;7.78;50.9113303;34.820221;23.44;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:57.953;9.26;53.87;0.00;0.01;146.90;2025-09-14;7.78;50.9113303;34.820221;23.44;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:58.106;9.26;53.90;0.00;0.01;146.90;2025-09-14;7.78;50.9113303;34.820221;23.44;93;0;5;0;3;27;205;205;205;0;0;0;255
15:26:58.254;9.26;53.90;0.00;0.01;146.90;2025-09-14;7.78;50.9113303;34.820221;23.44;93;0;5;0;3;27;205;205;205;0;0;0;255
15:26:58.401;9.26;53.90;0.00;0.01;146.90;2025-09-14;7.78;50.9113303;34.820221;23.44;93;0;5;0;3;27;205;205;205;0;0;0;255
15:26:58.582;9.26;53.78;0.00;0.02;146.90;2025-09-14;7.78;50.9113303;34.820221;23.44;93;0;5;0;3;24;205;205;205;0;0;0;255
15:26:58.761;9.26;53.90;0.00;0.02;146.90;2025-09-14;8.08;50.9113381;34.8201979;17.70;93;0;5;0;3;27;205;205;205;0;0;0;255
15:26:58.971;9.26;53.90;0.00;0.02;146.90;2025-09-14;8.08;50.9113381;34.8201979;17.70;93;0;5;0;3;27;205;205;205;0;0;0;255
15:26:59.181;8.78;53.89;0.00;0.02;146.90;2025-09-14;8.08;50.9113381;34.8201979;17.70;93;0;5;0;3;27;205;205;205;0;0;0;255
15:26:59.362;8.78;53.92;0.00;0.02;146.90;2025-09-14;8.08;50.9113381;34.8201979;17.70;93;0;5;0;3;27;205;205;205;0;0;0;255
15:26:59.511;8.78;53.65;0.00;0.02;146.90;2025-09-14;8.08;50.9113381;34.8201979;17.70;93;0;5;0;1;24;205;205;205;0;0;0;255
15:26:59.664;8.78;53.90;0.00;0.02;146.90;2025-09-14;8.08;50.9113381;34.8201979;17.70;93;0;5;0;1;27;205;205;205;0;0;0;255
15:26:59.827;8.78;53.90;0.00;0.02;146.90;2025-09-14;8.16;50.9113535;34.820186;13.63;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:00.021;8.54;53.92;0.00;0.02;146.90;2025-09-14;8.16;50.9113535;34.820186;13.63;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:00.172;8.54;53.90;0.00;0.02;146.90;2025-09-14;8.16;50.9113535;34.820186;13.63;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:00.384;8.54;53.92;0.00;0.02;146.90;2025-09-14;8.16;50.9113535;34.820186;13.63;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:00.533;8.54;53.92;0.00;0.02;146.90;2025-09-14;8.16;50.9113535;34.820186;13.63;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:00.683;8.54;53.96;0.00;0.02;146.90;2025-09-14;8.16;50.9113535;34.820186;13.63;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:00.831;8.42;53.92;0.00;0.02;146.90;2025-09-14;8.82;50.9113685;34.8201739;12.22;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:00.985;8.42;53.92;0.00;0.02;146.90;2025-09-14;8.82;50.9113685;34.8201739;12.22;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:01.132;8.42;53.92;0.00;0.02;146.90;2025-09-14;8.82;50.9113685;34.8201739;12.22;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:01.311;8.42;53.90;0.00;0.02;146.90;2025-09-14;8.82;50.9113685;34.8201739;12.22;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:01.461;8.42;53.90;0.00;0.02;146.60;2025-09-14;0.00;50.9113396;34.8201614;21.37;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:01.611;8.66;53.92;0.00;0.02;146.60;2025-09-14;0.00;50.9113396;34.8201614;21.37;93;0;5;0;3;27;205;205;205;0;0;0;255
15:27:01.763;8.66;53.92;0.00;0.02;146.60;2025-09-14;8.07;50.9113828;34.820149;11.29;93;0;5;0;3;27;205;205;205;0;0;0;255
15:27:01.942;8.66;53.92;0.00;0.02;146.60;2025-09-14;8.07;50.9113828;34.820149;11.29;93;0;5;0;3;27;205;205;205;0;0;0;255
15:27:02.091;8.66;53.87;0.00;0.02;146.60;2025-09-14;8.07;50.9113828;34.820149;11.29;93;0;5;0;3;27;205;205;205;0;0;0;255
15:27:02.244;8.66;53.90;0.00;0.02;146.60;2025-09-14;8.07;50.9113828;34.820149;11.29;93;0;5;0;3;27;205;205;205;0;0;0;255
15:27:02.392;8.78;53.92;0.00;0.02;146.60;2025-09-14;8.07;50.9113828;34.820149;11.29;93;0;5;0;3;27;205;205;205;0;0;0;255
15:27:02.542;8.78;53.87;0.00;0.02;146.60;2025-09-14;8.07;50.9113828;34.820149;11.29;93;0;5;0;3;24;205;205;205;0;0;0;255
15:27:02.693;8.78;53.90;0.00;0.03;146.60;2025-09-14;8.07;50.9113828;34.820149;11.29;93;0;5;0;3;27;205;205;205;0;0;0;255
15:27:02.845;8.78;53.92;0.00;0.03;146.60;2025-09-14;8.10;50.9113926;34.8201348;10.69;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:03.021;9.26;53.90;0.00;0.03;146.60;2025-09-14;8.10;50.9113926;34.8201348;10.69;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:03.172;9.26;53.76;0.00;0.03;146.60;2025-09-14;8.10;50.9113926;34.8201348;10.69;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:03.323;9.26;53.68;0.00;0.03;146.60;2025-09-14;8.10;50.9113926;34.8201348;10.69;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:03.566;9.26;53.57;0.50;0.03;146.60;2025-09-14;8.10;50.9113926;34.8201348;10.69;93;0;5;0;1;27;205;205;205;27;0;0;255
15:27:03.775;9.26;53.44;0.50;0.03;146.60;2025-09-14;6.52;50.9114076;34.8201207;10.26;93;0;5;0;1;27;205;205;205;27;0;0;255
15:27:03.985;9.50;53.37;2.00;0.03;146.60;2025-09-14;6.52;50.9114076;34.8201207;10.26;93;0;5;0;1;27;205;205;205;107;0;0;255
15:27:04.192;9.50;53.19;0.50;0.03;146.60;2025-09-14;6.52;50.9114076;34.8201207;10.26;93;0;5;0;1;27;205;205;205;27;0;0;255
15:27:04.375;9.50;53.19;2.50;0.03;146.60;2025-09-14;6.52;50.9114076;34.8201207;10.26;93;0;5;0;1;27;205;205;205;133;0;0;255
15:27:04.588;10.34;53.50;2.00;0.03;146.60;2025-09-14;6.52;50.9114076;34.8201207;10.26;93;0;5;0;1;27;205;205;205;107;0;0;255
15:27:04.765;10.34;53.65;0.00;0.03;146.60;2025-09-14;5.98;50.9114153;34.8201036;9.96;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:04.981;10.34;53.74;0.00;0.03;146.60;2025-09-14;5.98;50.9114153;34.8201036;9.96;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:05.201;11.30;53.76;0.00;0.03;146.60;2025-09-14;5.98;50.9114153;34.8201036;9.96;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:05.402;11.30;53.55;0.00;0.03;146.60;2025-09-14;5.98;50.9114153;34.8201036;9.96;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:05.615;11.90;53.46;0.50;0.03;146.60;2025-09-14;5.98;50.9114153;34.8201036;9.96;93;0;5;0;1;27;205;205;205;27;0;0;255
15:27:05.830;11.90;53.39;1.00;0.03;146.60;2025-09-14;8.06;50.9114168;34.8200824;9.72;93;0;5;0;1;27;205;205;205;53;0;0;255
15:27:06.033;11.90;53.37;2.00;0.03;146.60;2025-09-14;8.06;50.9114168;34.8200824;9.72;93;0;5;0;1;27;205;205;205;107;0;0;255
15:27:06.217;12.38;53.17;1.00;0.04;146.60;2025-09-14;8.06;50.9114168;34.8200824;9.72;93;0;5;0;1;27;205;205;205;53;0;0;255
15:27:06.386;12.38;53.04;2.00;0.04;146.60;2025-09-14;8.06;50.9114168;34.8200824;9.72;93;0;5;0;1;24;205;205;205;106;0;0;255
15:27:06.610;12.99;53.09;2.50;0.04;146.40;2025-09-14;0.00;50.911335;34.8199247;24.22;93;0;5;0;1;27;205;205;205;133;0;0;255
15:27:06.818;12.99;52.98;2.50;0.04;146.40;2025-09-14;8.91;50.9114203;34.8200545;9.45;93;0;5;0;1;27;205;205;205;132;0;0;255
15:27:07.023;12.99;52.95;2.00;0.04;146.40;2025-09-14;8.91;50.9114203;34.8200545;9.45;93;0;5;0;1;27;205;205;205;106;0;0;255
15:27:07.233;13.59;52.63;2.50;0.04;146.40;2025-09-14;8.91;50.9114203;34.8200545;9.45;93;0;5;0;1;27;205;205;205;132;0;0;255
15:27:07.440;13.59;52.62;3.50;0.04;146.40;2025-09-14;8.91;50.9114203;34.8200545;9.45;93;0;5;0;1;27;205;205;205;184;0;0;255
15:27:07.654;14.19;52.45;4.00;0.04;146.40;2025-09-14;8.91;50.9114203;34.8200545;9.45;93;0;5;0;1;27;205;205;205;210;0;0;255
15:27:07.826;14.19;53.30;0.00;0.04;146.40;2025-09-14;8.44;50.9114265;34.8200253;9.24;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:08.010;14.79;53.48;0.00;0.04;146.40;2025-09-14;8.44;50.9114265;34.8200253;9.24;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:08.189;14.79;53.55;0.00;0.04;146.40;2025-09-14;8.44;50.9114265;34.8200253;9.24;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:08.378;14.79;53.70;0.00;0.04;146.40;2025-09-14;8.44;50.9114265;34.8200253;9.24;93;0;5;0;1;24;205;205;205;0;0;0;255
15:27:08.672;15.15;53.72;0.00;0.04;146.40;2025-09-14;8.44;50.9114265;34.8200253;9.24;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:08.889;15.15;53.76;0.00;0.05;146.40;2025-09-14;9.96;50.9114409;34.8199996;9.06;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:09.127;15.51;53.78;0.00;0.05;146.40;2025-09-14;9.96;50.9114409;34.8199996;9.06;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:09.394;15.51;53.81;0.00;0.05;146.40;2025-09-14;9.96;50.9114409;34.8199996;9.06;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:09.575;15.87;53.78;0.00;0.05;146.40;2025-09-14;9.96;50.9114409;34.8199996;9.06;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:09.746;15.87;53.83;0.00;0.05;144.79;2025-09-14;12.25;50.9114574193908;34.8199740171741;8.55;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:09.930;16.23;53.83;0.00;0.05;146.40;2025-09-14;12.25;50.9114574;34.819974;8.75;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:10.114;16.23;53.85;0.00;0.05;146.40;2025-09-14;12.25;50.9114574;34.819974;8.75;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:10.302;16.59;53.85;0.00;0.05;146.40;2025-09-14;12.25;50.9114574;34.819974;8.75;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:10.497;16.59;53.92;0.00;0.05;146.40;2025-09-14;12.25;50.9114574;34.819974;8.75;93;0;5;0;1;24;205;205;205;0;0;0;255
15:27:10.705;16.71;53.85;0.00;0.05;146.40;2025-09-14;12.25;50.9114574;34.819974;8.75;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:10.864;16.71;53.87;0.00;0.05;146.40;2025-09-14;13.08;50.9114802;34.8199455;8.73;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:11.074;16.83;53.87;0.00;0.06;146.40;2025-09-14;13.08;50.9114802;34.8199455;8.73;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:11.282;16.83;53.85;0.00;0.06;146.40;2025-09-14;13.08;50.9114802;34.8199455;8.73;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:11.458;16.95;53.83;0.00;0.06;146.40;2025-09-14;13.08;50.9114802;34.8199455;8.73;93;0;5;0;1;27;205;205;205;0;0;0;255
15:27:11.673;16.95;53.87;0.00;0.06;146.30;2025-09-14;0.00;50.911295;34.8196059;31.39;93;0;5;0;3;27;205;205;205;0;0;0;255
15:27:11.882;17.08;53.87;0.00;0.06;146.30;2025-09-14;14.83;50.911515;34.8199034;8.50;93;0;5;0;3;27;205;205;205;0;0;0;255
15:27:12.100;17.08;53.89;0.00;0.06;146.30;2025-09-14;14.83;50.911515;34.8199034;8.50;93;0;5;0;3;27;205;205;205;0;0;0;255
15:27:12.302;16.59;53.89;0.00;0.06;146.30;2025-09-14;14.83;50.911515;34.8199034;8.50;93;0;5;0;3;28;205;205;205;0;0;0;255
15:27:12.541;16.59;53.85;0.00;0.06;146.30;2025-09-14;14.83;50.911515;34.8199034;8.50;93;0;5;0;3;27;205;205;205;0;0;0;255
15:27:12.749;16.59;53.92;0.00;0.06;146.30;2025-09-14;12.20;50.9115495;34.8198528;8.36;93;0;5;0;3;27;205;205;205;0;0;0;255
15:27:12.901;15.87;53.89;0.00;0.06;146.30;2025-09-14;12.20;50.9115495;34.8198528;8.36;93;0;5;0;3;27;205;205;205;0;0;0;255
15:27:13.115;15.87;53.65;0.00;0.06;146.30;2025-09-14;12.20;50.9115495;34.8198528;8.36;93;0;5;0;3;24;205;205;205;0;0;0;255
15:27:13.324;15.03;53.90;0.00;0.07;146.30;2025-09-14;12.20;50.9115495;34.8198528;8.36;93;0;5;0;3;27;205;205;205;0;0;0;255
15:27:13.566;15.03;53.87;0.00;0.07;146.30;2025-09-14;12.20;50.9115495;34.8198528;8.36;93;0;5;0;3;27;205;205;205;0;0;0;255
15:27:13.778;15.03;53.89;0.00;0.07;146.30;2025-09-14;14.12;50.911582;34.819766;8.14;93;0;5;0;3;28;205;205;205;0;0;0;255
15:27:13.963;14.19;53.89;0.00;0.07;146.30;2025-09-14;14.12;50.911582;34.819766;8.14;93;0;5;0;3;27;205;205;205;0;0;0;255
15:27:14.285;14.19;53.87;0.00;0.07;146.30;2025-09-14;14.12;50.911582;34.819766;8.14;93;0;5;0;3;27;205;205;205;0;0;0;255
15:27:14.461;14.19;53.87;0.00;0.07;146.30;2025-09-14;14.12;50.911582;34.819766;8.14;93;0;5;0;3;28;205;205;205;0;0;0;255
15:27:14.672;13.23;53.87;0.00;0.07;146.30;2025-09-14;14.12;50.911582;34.819766;8.14;93;0;5;0;3;27;205;205;205;0;0;0;255
15:27:14.859;13.23;53.87;0.00;0.07;146.30;2025-09-14;12.71;50.911607;34.8197144;7.84;93;0;5;0;3;28;205;205;205;0;0;0;255
15:27:15.028;12.75;53.65;0.00;0.07;146.30;2025-09-14;12.71;50.911607;34.8197144;7.84;93;0;5;0;3;24;205;205;205;0;0;0;255
15:27:15.248;12.75;53.89;0.00;0.07;146.30;2025-09-14;12.71;50.911607;34.8197144;7.84;93;0;5;0;3;27;205;205;205;0;0;0;255
15:27:15.420;12.75;53.89;0.00;0.07;146.30;2025-09-14;12.71;50.911607;34.8197144;7.84;93;0;5;0;3;27;205;205;205;0;0;0;255
15:27:15.600;12.50;53.89;0.00;0.07;146.30;2025-09-14;12.71;50.911607;34.8197144;7.84;93;0;5;0;3;28;205;205;205;0;0;0;255
15:27:15.817;12.50;53.89;0.00;0.08;146.30;2025-09-14;13.28;50.9116315;34.8196516;7.48;93;0;5;0;3;28;205;205;205;0;0;0;255
15:27:16.054;12.50;53.83;0.00;0.08;146.30;2025-09-14;13.28;50.9116315;34.8196516;7.48;93;0;5;0;3;28;205;205;205;0;0;0;255
15:27:16.259;12.50;53.90;0.00;0.08;146.30;2025-09-14;13.28;50.9116315;34.8196516;7.48;93;0;5;0;3;28;205;205;205;0;0;0;255
15:27:16.466;12.50;53.90;0.00;0.08;146.30;2025-09-14;13.28;50.9116315;34.8196516;7.48;93;0;5;0;3;28;205;205;205;0;0;0;255
15:27:16.614;12.50;53.89;0.00;0.08;145.60;2025-09-14;0.00;50.9116531;34.8193498;19.32;93;0;5;0;1;28;205;205;205;0;0;0;255
15:27:16.768;12.50;53.92;0.00;0.08;145.60;2025-09-14;12.96;50.9116531;34.8195762;7.15;93;0;5;0;1;28;205;205;205;0;0;0;255
15:27:16.979;12.62;53.90;0.00;0.08;145.60;2025-09-14;12.96;50.9116531;34.8195762;7.15;93;0;5;0;1;28;205;205;205;0;0;0;255
15:27:17.195;12.62;53.87;0.00;0.08;145.60;2025-09-14;12.96;50.9116531;34.8195762;7.15;93;0;5;0;1;28;205;205;205;0;0;0;255
15:27:17.400;12.50;53.90;0.00;0.08;145.60;2025-09-14;12.96;50.9116531;34.8195762;7.15;93;0;5;0;1;28;205;205;205;0;0;0;255
15:27:17.592;12.50;53.79;0.00;0.08;145.60;2025-09-14;12.96;50.9116531;34.8195762;7.15;93;0;5;0;1;28;205;205;205;0;0;0;255
15:27:17.761;12.50;53.65;0.00;0.08;145.60;2025-09-14;11.13;50.9116737;34.8195125;7.01;93;0;5;0;1;28;205;205;205;0;0;0;255
15:27:17.970;12.50;53.61;1.00;0.08;145.60;2025-09-14;11.13;50.9116737;34.8195125;7.01;93;0;5;0;1;28;205;205;205;54;0;0;255
15:27:18.215;12.50;53.35;1.00;0.08;145.60;2025-09-14;11.13;50.9116737;34.8195125;7.01;93;0;5;0;1;28;205;205;205;53;0;0;255
15:27:18.391;12.50;53.39;2.00;0.08;145.60;2025-09-14;11.13;50.9116737;34.8195125;7.01;93;0;5;0;1;28;205;205;205;107;0;0;255
15:27:18.606;12.50;53.39;0.50;0.08;145.60;2025-09-14;11.13;50.9116737;34.8195125;7.01;93;0;5;0;1;28;205;205;205;27;0;0;255
15:27:18.817;12.50;53.33;2.00;0.09;145.60;2025-09-14;10.98;50.9116907;34.8194611;6.59;93;0;5;0;1;28;205;205;205;107;0;0;255
15:27:19.023;12.62;53.28;2.50;0.09;145.60;2025-09-14;10.98;50.9116907;34.8194611;6.59;93;0;5;0;1;28;205;205;205;133;0;0;255
15:27:19.232;12.62;53.09;2.50;0.09;145.60;2025-09-14;10.98;50.9116907;34.8194611;6.59;93;0;5;0;1;28;205;205;205;133;0;0;255
15:27:19.414;12.62;53.09;2.50;0.09;145.60;2025-09-14;10.98;50.9116907;34.8194611;6.59;93;0;5;0;1;28;205;205;205;133;0;0;255
15:27:19.625;12.87;53.44;2.50;0.09;145.60;2025-09-14;10.98;50.9116907;34.8194611;6.59;93;0;5;0;1;28;205;205;205;134;0;0;255
15:27:19.837;12.87;53.57;0.00;0.09;145.60;2025-09-14;11.66;50.9117094;34.8193926;6.49;93;0;5;0;1;28;205;205;205;0;0;0;255
15:27:20.039;12.87;53.65;0.00;0.09;145.60;2025-09-14;11.66;50.9117094;34.8193926;6.49;93;0;5;0;1;28;205;205;205;0;0;0;255
15:27:20.256;13.23;53.74;0.00;0.09;145.60;2025-09-14;11.66;50.9117094;34.8193926;6.49;93;0;5;0;1;28;205;205;205;0;0;0;255
15:27:20.462;13.23;53.79;0.00;0.09;145.60;2025-09-14;11.66;50.9117094;34.8193926;6.49;93;0;5;0;1;28;205;205;205;0;0;0;255
15:27:20.642;13.11;53.76;0.00;0.09;145.60;2025-09-14;11.66;50.9117094;34.8193926;6.49;93;0;5;0;1;28;205;205;205;0;0;0;255
15:27:20.823;13.11;53.81;0.00;0.09;146.40;2025-09-14;13.74;50.9117279;34.8193255;6.26;93;0;5;0;1;28;205;205;205;0;0;0;255
15:27:21.034;13.11;53.83;0.00;0.09;146.40;2025-09-14;13.74;50.9117279;34.8193255;6.26;93;0;5;0;1;28;205;205;205;0;0;0;255
15:27:21.212;12.99;53.83;0.00;0.09;146.40;2025-09-14;13.74;50.9117279;34.8193255;6.26;93;0;5;0;1;28;205;205;205;0;0;0;255
15:27:21.422;12.99;53.85;0.00;0.09;146.40;2025-09-14;13.74;50.9117279;34.8193255;6.26;93;0;5;0;1;28;205;205;205;0;0;0;255
15:27:21.627;12.99;53.85;0.00;0.10;145.90;2025-09-14;0.00;50.9116621;34.8193299;22.31;93;0;5;0;1;28;205;205;205;0;0;0;255
15:27:21.773;12.87;53.85;0.00;0.10;147.97;2025-09-14;12.96;50.9117461;34.8192567;5.94;93;0;5;0;3;28;205;205;205;0;0;0;255
15:27:21.940;12.87;53.85;0.00;0.10;147.97;2025-09-14;12.96;50.9117461;34.8192567;5.94;93;0;5;0;3;28;205;205;205;0;0;0;255
15:27:22.186;12.87;53.66;0.00;0.10;147.97;2025-09-14;12.96;50.9117461;34.8192567;5.94;93;0;5;0;3;24;205;205;205;0;0;0;255
15:27:22.407;12.50;53.85;0.00;0.10;147.97;2025-09-14;12.96;50.9117461;34.8192567;5.94;93;0;5;0;3;28;205;205;205;0;0;0;255
15:27:22.627;12.50;53.85;0.00;0.10;147.97;2025-09-14;12.96;50.9117461;34.8192567;5.94;93;0;5;0;3;28;205;205;205;0;0;0;255
15:27:22.854;12.50;53.83;0.00;0.10;147.97;2025-09-14;9.82;50.9117617;34.8191879;5.75;93;0;5;0;3;28;205;205;205;0;0;0;255
15:27:23.186;11.30;53.87;0.00;0.10;147.97;2025-09-14;9.82;50.9117617;34.8191879;5.75;93;0;5;0;3;28;205;205;205;0;0;0;255
15:27:23.407;11.30;53.76;0.00;0.10;147.97;2025-09-14;9.82;50.9117617;34.8191879;5.75;93;0;5;0;1;24;205;205;205;0;0;0;255
15:27:23.606;11.30;53.87;0.00;0.10;147.97;2025-09-14;9.82;50.9117617;34.8191879;5.75;93;0;5;0;1;28;205;205;205;0;0;0;255
15:27:23.753;10.46;53.55;0.00;0.10;148.05;2025-09-14;9.11;50.9117689;34.8191407;5.65;93;0;5;0;1;24;205;205;205;0;0;0;255
15:27:23.971;10.46;53.57;0.00;0.10;148.05;2025-09-14;9.11;50.9117689;34.8191407;5.65;93;0;5;0;1;28;205;205;205;0;0;0;255
15:27:24.144;10.46;53.46;0.50;0.10;148.05;2025-09-14;9.11;50.9117689;34.8191407;5.65;93;0;5;0;1;28;205;205;205;27;0;0;255
15:27:24.419;10.46;53.39;1.00;0.10;148.05;2025-09-14;9.11;50.9117689;34.8191407;5.65;93;0;5;0;1;28;205;205;205;53;0;0;255
15:27:24.628;10.34;53.19;2.50;0.11;148.05;2025-09-14;9.11;50.9117689;34.8191407;5.65;93;0;5;0;1;28;205;205;205;133;0;0;255
15:27:24.827;10.34;53.09;2.50;0.11;145.90;2025-09-14;9.24;50.9117805;34.8191006;5.37;93;0;5;0;1;28;205;205;205;133;0;0;255
15:27:25.051;10.34;53.02;2.00;0.11;145.90;2025-09-14;9.24;50.9117805;34.8191006;5.37;93;0;5;0;1;28;205;205;205;106;0;0;255
15:27:25.262;10.58;52.97;2.00;0.11;145.90;2025-09-14;9.24;50.9117805;34.8191006;5.37;93;0;5;0;1;28;205;205;205;106;0;0;255
15:27:25.473;10.58;52.84;2.00;0.11;145.90;2025-09-14;9.24;50.9117805;34.8191006;5.37;93;0;5;0;1;28;205;205;205;106;0;0;255
